stem,split,Emotion
dia16_utt15,dev,neutral
dia16_utt16,dev,anger
dia16_utt17,dev,anger
dia16_utt18,dev,sadness
dia17_utt0,dev,anger
dia17_utt1,dev,anger
dia17_utt2,dev,anger
dia17_utt3,dev,anger
dia17_utt4,dev,anger
dia18_utt0,dev,neutral
dia18_utt1,dev,neutral
dia18_utt2,dev,neutral
dia18_utt3,dev,neutral
dia18_utt4,dev,fear
dia18_utt5,dev,fear
dia18_utt6,dev,fear
dia18_utt7,dev,fear
dia18_utt8,dev,fear
dia18_utt9,dev,neutral
dia18_utt10,dev,anger
dia18_utt11,dev,neutral
dia18_utt12,dev,surprise
dia18_utt13,dev,anger
dia19_utt0,dev,neutral
dia19_utt1,dev,anger
dia19_utt2,dev,anger
dia19_utt3,dev,anger
dia19_utt4,dev,anger
dia19_utt5,dev,anger
dia19_utt6,dev,anger
dia19_utt7,dev,anger
dia19_utt8,dev,neutral
dia19_utt9,dev,anger
dia19_utt10,dev,sadness
dia19_utt11,dev,neutral
dia19_utt12,dev,neutral
dia19_utt13,dev,anger
dia19_utt14,dev,sadness
dia19_utt15,dev,neutral
dia19_utt16,dev,joy
dia19_utt17,dev,neutral
dia19_utt18,dev,sadness
dia19_utt19,dev,joy
dia19_utt20,dev,sadness
dia19_utt21,dev,joy
dia19_utt22,dev,sadness
dia20_utt0,dev,neutral
dia20_utt1,dev,neutral
dia20_utt2,dev,joy
dia20_utt3,dev,neutral
dia20_utt4,dev,disgust
dia20_utt5,dev,disgust
dia20_utt6,dev,disgust
dia20_utt7,dev,surprise
dia21_utt0,dev,neutral
dia21_utt1,dev,neutral
dia21_utt2,dev,neutral
dia21_utt3,dev,neutral
dia21_utt4,dev,neutral
dia21_utt5,dev,neutral
dia21_utt6,dev,surprise
dia22_utt0,dev,neutral
dia22_utt1,dev,neutral
dia22_utt2,dev,neutral
dia22_utt3,dev,surprise
dia22_utt4,dev,neutral
dia22_utt5,dev,neutral
dia22_utt6,dev,anger
dia22_utt7,dev,neutral
dia22_utt8,dev,neutral
dia22_utt9,dev,neutral
dia22_utt10,dev,neutral
dia22_utt11,dev,surprise
dia22_utt12,dev,surprise
dia22_utt13,dev,surprise
dia23_utt0,dev,neutral
dia23_utt1,dev,sadness
dia23_utt2,dev,sadness
dia23_utt3,dev,surprise
dia23_utt4,dev,sadness
dia23_utt5,dev,surprise
dia23_utt6,dev,disgust
dia23_utt7,dev,sadness
dia23_utt8,dev,neutral
dia23_utt9,dev,surprise
dia23_utt10,dev,sadness
dia23_utt11,dev,sadness
dia23_utt12,dev,sadness
dia23_utt13,dev,sadness
dia24_utt0,dev,neutral
dia24_utt1,dev,neutral
dia24_utt2,dev,sadness
dia24_utt3,dev,neutral
dia24_utt4,dev,joy
dia24_utt5,dev,neutral
dia24_utt6,dev,neutral
dia24_utt7,dev,anger
dia24_utt8,dev,surprise
dia25_utt0,dev,anger
dia25_utt1,dev,surprise
dia25_utt2,dev,anger
dia25_utt3,dev,anger
dia25_utt4,dev,sadness
dia25_utt5,dev,anger
dia26_utt0,dev,neutral
dia26_utt1,dev,surprise
dia26_utt2,dev,surprise
dia26_utt3,dev,neutral
dia26_utt4,dev,neutral
dia26_utt5,dev,neutral
dia26_utt6,dev,surprise
dia26_utt7,dev,sadness
dia26_utt8,dev,anger
dia26_utt9,dev,sadness
dia26_utt10,dev,sadness
dia26_utt11,dev,sadness
dia26_utt12,dev,anger
dia26_utt13,dev,anger
dia26_utt14,dev,anger
dia26_utt15,dev,anger
dia26_utt16,dev,sadness
dia27_utt0,dev,surprise
dia27_utt1,dev,neutral
dia27_utt2,dev,surprise
dia27_utt3,dev,sadness
dia27_utt4,dev,neutral
dia27_utt5,dev,surprise
dia27_utt6,dev,anger
dia27_utt7,dev,neutral
dia27_utt8,dev,surprise
dia27_utt9,dev,surprise
dia28_utt0,dev,neutral
dia28_utt1,dev,sadness
dia28_utt2,dev,joy
dia28_utt3,dev,neutral
dia28_utt4,dev,neutral
dia28_utt5,dev,sadness
dia28_utt6,dev,sadness
dia28_utt7,dev,joy
dia28_utt8,dev,surprise
dia28_utt9,dev,neutral
dia28_utt10,dev,neutral
dia29_utt0,dev,anger
dia29_utt1,dev,neutral
dia29_utt2,dev,sadness
dia29_utt3,dev,sadness
dia29_utt4,dev,neutral
dia29_utt5,dev,neutral
dia29_utt6,dev,neutral
dia29_utt7,dev,neutral
dia29_utt8,dev,anger
dia29_utt9,dev,anger
dia29_utt10,dev,joy
dia30_utt0,dev,fear
dia30_utt1,dev,fear
dia30_utt2,dev,fear
dia30_utt3,dev,sadness
dia30_utt4,dev,anger
dia30_utt5,dev,surprise
dia30_utt6,dev,neutral
dia30_utt7,dev,neutral
dia30_utt8,dev,joy
dia30_utt9,dev,joy
dia30_utt10,dev,joy
dia30_utt11,dev,neutral
dia30_utt12,dev,neutral
dia30_utt13,dev,anger
dia30_utt14,dev,anger
dia30_utt15,dev,anger
dia30_utt16,dev,anger
dia30_utt17,dev,anger
dia30_utt18,dev,neutral
dia31_utt0,dev,sadness
dia31_utt1,dev,surprise
dia31_utt2,dev,sadness
dia31_utt3,dev,neutral
dia31_utt4,dev,neutral
dia31_utt5,dev,sadness
dia31_utt6,dev,joy
dia31_utt7,dev,joy
dia31_utt8,dev,joy
dia31_utt9,dev,joy
dia31_utt10,dev,joy
dia31_utt11,dev,anger
dia31_utt12,dev,joy
dia32_utt0,dev,neutral
dia32_utt1,dev,neutral
dia32_utt2,dev,surprise
dia32_utt3,dev,neutral
dia32_utt4,dev,neutral
dia32_utt5,dev,neutral
dia32_utt6,dev,neutral
dia32_utt7,dev,neutral
dia32_utt8,dev,neutral
dia32_utt9,dev,anger
dia32_utt10,dev,neutral
dia32_utt11,dev,neutral
dia32_utt12,dev,neutral
dia32_utt13,dev,neutral
dia33_utt0,dev,sadness
dia33_utt1,dev,neutral
dia34_utt0,dev,neutral
dia34_utt1,dev,neutral
dia34_utt2,dev,neutral
dia34_utt3,dev,neutral
dia34_utt4,dev,neutral
dia34_utt5,dev,neutral
dia34_utt6,dev,fear
dia34_utt7,dev,disgust
dia34_utt8,dev,sadness
dia34_utt9,dev,neutral
dia34_utt10,dev,joy
dia35_utt0,dev,neutral
dia36_utt0,dev,fear
dia36_utt1,dev,neutral
dia36_utt2,dev,neutral
dia36_utt3,dev,neutral
dia36_utt4,dev,neutral
dia36_utt5,dev,sadness
dia36_utt6,dev,surprise
dia36_utt7,dev,neutral
dia36_utt8,dev,neutral
dia36_utt9,dev,surprise
dia36_utt10,dev,fear
dia36_utt11,dev,disgust
dia37_utt0,dev,neutral
dia37_utt1,dev,fear
dia37_utt2,dev,fear
dia37_utt3,dev,surprise
dia37_utt4,dev,surprise
dia37_utt5,dev,fear
dia37_utt6,dev,fear
dia37_utt7,dev,disgust
dia37_utt8,dev,surprise
dia37_utt9,dev,surprise
dia37_utt10,dev,neutral
dia38_utt0,dev,anger
dia39_utt0,dev,neutral
dia39_utt1,dev,joy
dia39_utt2,dev,joy
dia40_utt0,dev,surprise
dia40_utt1,dev,neutral
dia40_utt2,dev,disgust
dia40_utt3,dev,neutral
dia40_utt4,dev,surprise
dia40_utt5,dev,surprise
dia40_utt6,dev,anger
dia40_utt7,dev,neutral
dia40_utt8,dev,fear
dia40_utt9,dev,sadness
dia40_utt10,dev,joy
dia41_utt0,dev,neutral
dia41_utt1,dev,neutral
dia41_utt2,dev,neutral
dia42_utt0,dev,anger
dia42_utt1,dev,anger
dia42_utt2,dev,neutral
dia42_utt3,dev,neutral
dia42_utt4,dev,anger
dia43_utt0,dev,neutral
dia43_utt1,dev,neutral
dia44_utt0,dev,sadness
dia44_utt1,dev,anger
dia44_utt2,dev,neutral
dia44_utt3,dev,neutral
dia44_utt4,dev,neutral
dia44_utt5,dev,joy
dia44_utt6,dev,neutral
dia44_utt7,dev,joy
dia44_utt8,dev,neutral
dia44_utt9,dev,neutral
dia44_utt10,dev,joy
dia44_utt11,dev,neutral
dia45_utt0,dev,neutral
dia45_utt1,dev,neutral
dia45_utt2,dev,neutral
dia45_utt3,dev,surprise
dia45_utt4,dev,neutral
dia45_utt5,dev,neutral
dia45_utt6,dev,neutral
dia45_utt7,dev,neutral
dia45_utt8,dev,neutral
dia45_utt9,dev,fear
dia45_utt10,dev,neutral
dia45_utt11,dev,fear
dia46_utt0,dev,neutral
dia46_utt1,dev,neutral
dia46_utt2,dev,neutral
dia46_utt3,dev,neutral
dia46_utt4,dev,surprise
dia46_utt5,dev,surprise
dia46_utt6,dev,neutral
dia46_utt7,dev,neutral
dia46_utt8,dev,fear
dia46_utt9,dev,neutral
dia47_utt0,dev,neutral
dia47_utt1,dev,neutral
dia47_utt2,dev,neutral
dia47_utt3,dev,neutral
dia47_utt4,dev,neutral
dia47_utt5,dev,surprise
dia47_utt6,dev,joy
dia47_utt7,dev,surprise
dia47_utt8,dev,neutral
dia47_utt9,dev,surprise
dia47_utt10,dev,neutral
dia48_utt0,dev,neutral
dia48_utt1,dev,joy
dia48_utt2,dev,joy
dia48_utt3,dev,fear
dia48_utt4,dev,neutral
dia48_utt5,dev,neutral
dia48_utt6,dev,surprise
dia48_utt7,dev,sadness
dia49_utt0,dev,anger
dia49_utt1,dev,surprise
dia49_utt2,dev,anger
dia49_utt3,dev,anger
dia49_utt6,dev,anger
dia49_utt7,dev,anger
dia49_utt8,dev,neutral
dia49_utt9,dev,anger
dia49_utt10,dev,anger
dia49_utt11,dev,anger
dia49_utt12,dev,neutral
dia49_utt13,dev,anger
dia49_utt14,dev,neutral
dia50_utt0,dev,surprise
dia50_utt1,dev,surprise
dia50_utt2,dev,anger
dia50_utt3,dev,neutral
dia51_utt0,dev,neutral
dia51_utt1,dev,joy
dia51_utt2,dev,neutral
dia51_utt3,dev,neutral
dia51_utt4,dev,neutral
dia51_utt5,dev,neutral
dia51_utt6,dev,anger
dia52_utt0,dev,neutral
dia52_utt1,dev,joy
dia52_utt2,dev,neutral
dia53_utt0,dev,joy
dia53_utt1,dev,neutral
dia53_utt2,dev,joy
dia53_utt3,dev,neutral
dia53_utt4,dev,neutral
dia53_utt5,dev,neutral
dia53_utt6,dev,neutral
dia53_utt7,dev,joy
dia53_utt8,dev,joy
dia54_utt0,dev,neutral
dia54_utt1,dev,neutral
dia54_utt2,dev,joy
dia54_utt3,dev,neutral
dia54_utt4,dev,neutral
dia54_utt5,dev,disgust
dia54_utt6,dev,neutral
dia54_utt7,dev,neutral
dia54_utt8,dev,sadness
dia54_utt9,dev,surprise
dia54_utt10,dev,sadness
dia54_utt11,dev,surprise
dia54_utt12,dev,neutral
dia55_utt0,dev,sadness
dia56_utt0,dev,anger
dia56_utt1,dev,sadness
dia56_utt2,dev,sadness
dia56_utt3,dev,neutral
dia56_utt4,dev,sadness
dia56_utt5,dev,anger
dia56_utt6,dev,anger
dia56_utt7,dev,sadness
dia56_utt8,dev,sadness
dia56_utt9,dev,sadness
dia56_utt10,dev,sadness
dia56_utt11,dev,sadness
dia56_utt12,dev,sadness
dia56_utt13,dev,sadness
dia56_utt14,dev,neutral
dia56_utt15,dev,neutral
dia56_utt16,dev,sadness
dia57_utt0,dev,neutral
dia57_utt1,dev,neutral
dia57_utt2,dev,neutral
dia57_utt3,dev,joy
dia57_utt4,dev,joy
dia57_utt5,dev,joy
dia57_utt6,dev,surprise
dia57_utt7,dev,neutral
dia57_utt8,dev,neutral
dia57_utt9,dev,neutral
dia57_utt10,dev,neutral
dia57_utt11,dev,neutral
dia57_utt12,dev,joy
dia58_utt0,dev,neutral
dia58_utt1,dev,disgust
dia58_utt2,dev,neutral
dia58_utt3,dev,neutral
dia58_utt4,dev,surprise
dia58_utt5,dev,joy
dia58_utt6,dev,surprise
dia58_utt7,dev,joy
dia58_utt8,dev,neutral
dia58_utt9,dev,neutral
dia58_utt10,dev,neutral
dia58_utt11,dev,joy
dia59_utt0,dev,neutral
dia59_utt1,dev,neutral
dia59_utt2,dev,neutral
dia59_utt3,dev,neutral
dia59_utt4,dev,neutral
dia60_utt0,dev,surprise
dia60_utt1,dev,neutral
dia60_utt2,dev,anger
dia60_utt3,dev,joy
dia60_utt4,dev,neutral
dia60_utt5,dev,joy
dia60_utt6,dev,joy
dia61_utt0,dev,joy
dia61_utt1,dev,joy
dia61_utt2,dev,neutral
dia61_utt3,dev,neutral
dia61_utt4,dev,neutral
dia61_utt5,dev,joy
dia62_utt0,dev,neutral
dia62_utt1,dev,joy
dia62_utt2,dev,surprise
dia62_utt3,dev,neutral
dia62_utt4,dev,neutral
dia62_utt5,dev,neutral
dia63_utt0,dev,joy
dia63_utt1,dev,neutral
dia63_utt2,dev,anger
dia63_utt3,dev,joy
dia63_utt4,dev,joy
dia63_utt5,dev,sadness
dia63_utt6,dev,neutral
dia63_utt7,dev,neutral
dia63_utt8,dev,sadness
dia63_utt9,dev,surprise
dia63_utt10,dev,joy
dia63_utt11,dev,joy
dia63_utt12,dev,surprise
dia63_utt13,dev,neutral
dia63_utt14,dev,neutral
dia63_utt15,dev,neutral
dia63_utt16,dev,neutral
dia63_utt17,dev,neutral
dia63_utt18,dev,neutral
dia63_utt19,dev,neutral
dia63_utt20,dev,neutral
dia64_utt0,dev,surprise
dia64_utt1,dev,joy
dia64_utt2,dev,neutral
dia64_utt3,dev,neutral
dia64_utt4,dev,neutral
dia65_utt0,dev,joy
dia65_utt1,dev,neutral
dia65_utt2,dev,joy
dia65_utt3,dev,neutral
dia65_utt4,dev,surprise
dia65_utt5,dev,joy
dia65_utt6,dev,neutral
dia65_utt7,dev,neutral
dia65_utt8,dev,neutral
dia65_utt9,dev,fear
dia65_utt10,dev,joy
dia66_utt0,dev,surprise
dia66_utt1,dev,neutral
dia66_utt2,dev,neutral
dia66_utt3,dev,surprise
dia66_utt4,dev,anger
dia66_utt5,dev,sadness
dia66_utt6,dev,neutral
dia66_utt7,dev,neutral
dia66_utt8,dev,neutral
dia66_utt11,dev,neutral
dia67_utt0,dev,joy
dia67_utt1,dev,joy
dia67_utt2,dev,neutral
dia67_utt3,dev,joy
dia67_utt4,dev,joy
dia67_utt5,dev,neutral
dia67_utt6,dev,neutral
dia67_utt7,dev,neutral
dia67_utt8,dev,neutral
dia67_utt9,dev,surprise
dia67_utt10,dev,neutral
dia68_utt0,dev,joy
dia68_utt1,dev,neutral
dia68_utt2,dev,neutral
dia68_utt3,dev,surprise
dia68_utt4,dev,neutral
dia68_utt5,dev,sadness
dia68_utt6,dev,surprise
dia68_utt7,dev,fear
dia68_utt8,dev,sadness
dia68_utt9,dev,joy
dia68_utt10,dev,joy
dia68_utt11,dev,neutral
dia69_utt0,dev,joy
dia69_utt1,dev,sadness
dia69_utt2,dev,neutral
dia69_utt3,dev,neutral
dia69_utt4,dev,joy
dia69_utt5,dev,neutral
dia69_utt6,dev,neutral
dia69_utt7,dev,neutral
dia69_utt8,dev,neutral
dia69_utt9,dev,neutral
dia69_utt10,dev,neutral
dia69_utt11,dev,sadness
dia69_utt12,dev,neutral
dia69_utt13,dev,sadness
dia69_utt14,dev,sadness
dia69_utt15,dev,neutral
dia69_utt16,dev,sadness
dia69_utt17,dev,sadness
dia69_utt18,dev,surprise
dia69_utt19,dev,sadness
dia70_utt0,dev,anger
dia70_utt1,dev,neutral
dia70_utt2,dev,joy
dia70_utt3,dev,joy
dia70_utt4,dev,joy
dia70_utt5,dev,surprise
dia71_utt0,dev,joy
dia71_utt1,dev,neutral
dia71_utt2,dev,surprise
dia71_utt3,dev,surprise
dia71_utt4,dev,joy
dia71_utt5,dev,neutral
dia72_utt0,dev,anger
dia72_utt1,dev,sadness
dia72_utt2,dev,anger
dia72_utt3,dev,neutral
dia72_utt4,dev,neutral
dia72_utt5,dev,surprise
dia72_utt6,dev,anger
dia72_utt7,dev,anger
dia72_utt8,dev,neutral
dia72_utt9,dev,anger
dia72_utt10,dev,anger
dia72_utt11,dev,anger
dia72_utt12,dev,anger
dia72_utt13,dev,anger
dia72_utt14,dev,anger
dia72_utt15,dev,neutral
dia72_utt16,dev,anger
dia72_utt17,dev,neutral
dia72_utt18,dev,anger
dia73_utt0,dev,anger
dia73_utt1,dev,anger
dia73_utt2,dev,anger
dia74_utt0,dev,joy
dia74_utt1,dev,neutral
dia74_utt2,dev,joy
dia74_utt3,dev,sadness
dia74_utt4,dev,surprise
dia74_utt5,dev,neutral
dia74_utt6,dev,neutral
dia74_utt7,dev,neutral
dia74_utt8,dev,surprise
dia74_utt9,dev,sadness
dia74_utt10,dev,surprise
dia74_utt11,dev,neutral
dia74_utt12,dev,neutral
dia74_utt13,dev,neutral
dia74_utt14,dev,neutral
dia74_utt15,dev,neutral
dia74_utt16,dev,neutral
dia74_utt17,dev,joy
dia74_utt18,dev,neutral
dia74_utt19,dev,anger
dia75_utt0,dev,neutral
dia76_utt0,dev,joy
dia76_utt1,dev,surprise
dia76_utt2,dev,neutral
dia76_utt3,dev,neutral
dia76_utt4,dev,joy
dia76_utt5,dev,neutral
dia76_utt6,dev,joy
dia76_utt7,dev,joy
dia76_utt8,dev,joy
dia76_utt9,dev,anger
dia76_utt10,dev,anger
dia76_utt11,dev,anger
dia76_utt12,dev,neutral
dia76_utt13,dev,surprise
dia76_utt14,dev,disgust
dia76_utt15,dev,neutral
dia76_utt16,dev,neutral
dia77_utt0,dev,surprise
dia77_utt1,dev,surprise
dia77_utt2,dev,neutral
dia77_utt3,dev,joy
dia77_utt4,dev,neutral
dia77_utt5,dev,neutral
dia77_utt6,dev,neutral
dia77_utt7,dev,neutral
dia77_utt8,dev,sadness
dia77_utt9,dev,neutral
dia77_utt10,dev,sadness
dia77_utt11,dev,neutral
dia77_utt12,dev,sadness
dia77_utt13,dev,sadness
dia77_utt14,dev,sadness
dia77_utt15,dev,neutral
dia77_utt16,dev,sadness
dia77_utt17,dev,neutral
dia77_utt18,dev,neutral
dia77_utt19,dev,neutral
dia78_utt0,dev,joy
dia78_utt1,dev,neutral
dia78_utt2,dev,neutral
dia78_utt3,dev,anger
dia78_utt4,dev,joy
dia78_utt5,dev,fear
dia78_utt6,dev,neutral
dia78_utt7,dev,fear
dia78_utt8,dev,anger
dia79_utt0,dev,joy
dia79_utt1,dev,surprise
dia79_utt2,dev,neutral
dia79_utt3,dev,neutral
dia79_utt4,dev,joy
dia79_utt5,dev,joy
dia79_utt6,dev,neutral
dia79_utt7,dev,sadness
dia79_utt8,dev,neutral
dia79_utt9,dev,neutral
dia79_utt10,dev,sadness
dia80_utt0,dev,neutral
dia80_utt1,dev,neutral
dia80_utt2,dev,neutral
dia80_utt3,dev,neutral
dia80_utt4,dev,surprise
dia80_utt5,dev,neutral
dia80_utt6,dev,neutral
dia80_utt7,dev,joy
dia80_utt8,dev,neutral
dia80_utt9,dev,neutral
dia81_utt0,dev,joy
dia81_utt1,dev,neutral
dia81_utt2,dev,joy
dia82_utt0,dev,joy
dia82_utt1,dev,anger
dia82_utt2,dev,neutral
dia82_utt3,dev,anger
dia82_utt4,dev,neutral
dia82_utt5,dev,anger
dia82_utt6,dev,surprise
dia82_utt7,dev,neutral
dia82_utt8,dev,anger
dia82_utt9,dev,neutral
dia82_utt10,dev,neutral
dia82_utt11,dev,neutral
dia82_utt12,dev,neutral
dia82_utt13,dev,joy
dia82_utt14,dev,surprise
dia82_utt15,dev,neutral
dia82_utt16,dev,neutral
dia82_utt17,dev,neutral
dia82_utt18,dev,anger
dia83_utt0,dev,anger
dia83_utt1,dev,surprise
dia83_utt2,dev,joy
dia83_utt3,dev,surprise
dia83_utt4,dev,neutral
dia83_utt5,dev,neutral
dia83_utt6,dev,neutral
dia83_utt7,dev,joy
dia84_utt0,dev,surprise
dia84_utt1,dev,surprise
dia84_utt2,dev,neutral
dia84_utt3,dev,surprise
dia84_utt4,dev,sadness
dia84_utt5,dev,sadness
dia84_utt6,dev,neutral
dia84_utt7,dev,neutral
dia85_utt0,dev,neutral
dia85_utt1,dev,joy
dia85_utt2,dev,neutral
dia85_utt3,dev,neutral
dia85_utt4,dev,joy
dia85_utt5,dev,surprise
dia85_utt6,dev,surprise
dia85_utt7,dev,joy
dia85_utt8,dev,surprise
dia85_utt9,dev,joy
dia85_utt10,dev,anger
dia85_utt11,dev,surprise
dia85_utt12,dev,neutral
dia85_utt13,dev,neutral
dia85_utt14,dev,surprise
dia85_utt15,dev,neutral
dia85_utt16,dev,surprise
dia86_utt0,dev,neutral
dia86_utt1,dev,neutral
dia86_utt2,dev,neutral
dia86_utt3,dev,neutral
dia87_utt0,dev,neutral
dia87_utt1,dev,neutral
dia87_utt2,dev,neutral
dia87_utt3,dev,neutral
dia87_utt4,dev,joy
dia88_utt0,dev,surprise
dia88_utt1,dev,neutral
dia88_utt2,dev,surprise
dia88_utt3,dev,sadness
dia88_utt4,dev,anger
dia88_utt5,dev,neutral
dia89_utt0,dev,fear
dia89_utt1,dev,anger
dia89_utt2,dev,fear
dia89_utt3,dev,neutral
dia89_utt4,dev,neutral
dia89_utt5,dev,sadness
dia89_utt6,dev,sadness
dia89_utt7,dev,sadness
dia89_utt8,dev,joy
dia89_utt9,dev,neutral
dia89_utt10,dev,neutral
dia90_utt0,dev,joy
dia90_utt1,dev,neutral
dia90_utt2,dev,fear
dia90_utt3,dev,neutral
dia90_utt4,dev,neutral
dia90_utt5,dev,anger
dia90_utt6,dev,sadness
dia91_utt0,dev,surprise
dia91_utt1,dev,neutral
dia91_utt2,dev,neutral
dia91_utt3,dev,neutral
dia91_utt4,dev,anger
dia91_utt5,dev,surprise
dia91_utt6,dev,disgust
dia91_utt7,dev,neutral
dia91_utt8,dev,disgust
dia91_utt9,dev,neutral
dia91_utt10,dev,disgust
dia92_utt0,dev,surprise
dia92_utt1,dev,disgust
dia92_utt2,dev,joy
dia92_utt3,dev,surprise
dia92_utt4,dev,surprise
dia92_utt5,dev,surprise
dia92_utt6,dev,fear
dia92_utt7,dev,surprise
dia92_utt8,dev,anger
dia92_utt9,dev,anger
dia92_utt10,dev,disgust
dia92_utt11,dev,anger
dia93_utt0,dev,sadness
dia93_utt1,dev,neutral
dia93_utt2,dev,neutral
dia93_utt3,dev,sadness
dia93_utt4,dev,neutral
dia93_utt5,dev,neutral
dia93_utt6,dev,sadness
dia93_utt7,dev,sadness
dia94_utt0,dev,neutral
dia94_utt1,dev,joy
dia94_utt2,dev,disgust
dia94_utt3,dev,neutral
dia94_utt4,dev,neutral
dia94_utt5,dev,joy
dia94_utt6,dev,neutral
dia94_utt7,dev,surprise
dia94_utt8,dev,neutral
dia94_utt9,dev,anger
dia94_utt10,dev,neutral
dia94_utt11,dev,anger
dia95_utt0,dev,anger
dia95_utt1,dev,neutral
dia95_utt2,dev,anger
dia95_utt3,dev,neutral
dia95_utt4,dev,neutral
dia95_utt5,dev,surprise
dia95_utt6,dev,anger
dia95_utt7,dev,surprise
dia95_utt8,dev,anger
dia95_utt9,dev,neutral
dia95_utt10,dev,neutral
dia96_utt0,dev,neutral
dia96_utt1,dev,neutral
dia96_utt2,dev,surprise
dia96_utt3,dev,joy
dia97_utt0,dev,joy
dia97_utt1,dev,joy
dia97_utt2,dev,neutral
dia97_utt3,dev,joy
dia97_utt4,dev,joy
dia97_utt5,dev,joy
dia97_utt6,dev,neutral
dia97_utt7,dev,joy
dia97_utt8,dev,surprise
dia97_utt9,dev,joy
dia97_utt10,dev,surprise
dia97_utt11,dev,joy
dia97_utt12,dev,surprise
dia97_utt13,dev,neutral
dia97_utt14,dev,fear
dia97_utt15,dev,neutral
dia97_utt16,dev,surprise
dia97_utt17,dev,neutral
dia97_utt18,dev,surprise
dia97_utt19,dev,neutral
dia97_utt20,dev,joy
dia97_utt21,dev,neutral
dia98_utt0,dev,anger
dia98_utt1,dev,disgust
dia98_utt2,dev,anger
dia98_utt3,dev,joy
dia98_utt4,dev,anger
dia99_utt0,dev,joy
dia99_utt1,dev,neutral
dia99_utt2,dev,joy
dia99_utt3,dev,surprise
dia99_utt4,dev,joy
dia99_utt5,dev,surprise
dia99_utt6,dev,surprise
dia99_utt7,dev,neutral
dia99_utt8,dev,neutral
dia100_utt0,dev,neutral
dia101_utt0,dev,sadness
dia102_utt0,dev,neutral
dia102_utt1,dev,neutral
dia103_utt0,dev,neutral
dia103_utt1,dev,sadness
dia103_utt2,dev,joy
dia103_utt3,dev,neutral
dia103_utt4,dev,joy
dia104_utt0,dev,joy
dia104_utt1,dev,sadness
dia104_utt2,dev,joy
dia104_utt3,dev,neutral
dia104_utt4,dev,surprise
dia104_utt5,dev,anger
dia104_utt6,dev,joy
dia104_utt7,dev,joy
dia104_utt8,dev,surprise
dia104_utt9,dev,fear
dia104_utt10,dev,surprise
dia104_utt11,dev,fear
dia104_utt12,dev,surprise
dia104_utt13,dev,fear
dia104_utt14,dev,joy
dia104_utt15,dev,anger
dia105_utt0,dev,neutral
dia105_utt1,dev,neutral
dia105_utt2,dev,anger
dia105_utt3,dev,anger
dia105_utt4,dev,joy
dia105_utt5,dev,neutral
dia105_utt6,dev,neutral
dia105_utt7,dev,neutral
dia105_utt8,dev,joy
dia105_utt9,dev,joy
dia105_utt10,dev,anger
dia105_utt11,dev,anger
dia106_utt0,dev,neutral
dia106_utt1,dev,neutral
dia106_utt2,dev,neutral
dia106_utt3,dev,neutral
dia106_utt4,dev,joy
dia106_utt5,dev,neutral
dia107_utt0,dev,neutral
dia107_utt1,dev,neutral
dia107_utt2,dev,surprise
dia107_utt3,dev,surprise
dia108_utt0,dev,surprise
dia108_utt1,dev,fear
dia108_utt2,dev,surprise
dia108_utt3,dev,anger
dia108_utt4,dev,anger
dia108_utt5,dev,anger
dia108_utt6,dev,anger
dia108_utt7,dev,surprise
dia108_utt8,dev,sadness
dia108_utt9,dev,neutral
dia108_utt10,dev,joy
dia108_utt11,dev,joy
dia108_utt12,dev,fear
dia108_utt13,dev,neutral
dia108_utt14,dev,neutral
dia109_utt0,dev,neutral
dia109_utt1,dev,joy
dia109_utt2,dev,disgust
dia109_utt3,dev,sadness
dia109_utt4,dev,anger
dia109_utt5,dev,neutral
dia109_utt6,dev,neutral
dia109_utt7,dev,neutral
dia110_utt0,dev,neutral
dia110_utt1,dev,neutral
dia110_utt2,dev,neutral
dia110_utt3,dev,neutral
dia110_utt4,dev,neutral
dia110_utt5,dev,joy
dia110_utt6,dev,joy
dia110_utt8,dev,joy
dia110_utt9,dev,joy
dia111_utt0,dev,anger
dia111_utt1,dev,neutral
dia111_utt2,dev,neutral
dia112_utt0,dev,anger
dia112_utt1,dev,sadness
dia112_utt2,dev,neutral
dia112_utt3,dev,sadness
dia112_utt4,dev,neutral
dia113_utt0,dev,neutral
dia113_utt1,dev,sadness
dia113_utt2,dev,neutral
dia113_utt3,dev,sadness
dia113_utt4,dev,neutral
dia113_utt5,dev,neutral
dia113_utt6,dev,surprise
dia113_utt7,dev,neutral
dia113_utt8,dev,sadness
dia113_utt9,dev,sadness
dia113_utt10,dev,sadness
dia113_utt11,dev,sadness
dia113_utt12,dev,sadness
dia113_utt13,dev,sadness
dia0_utt0,test,surprise
dia0_utt1,test,anger
dia0_utt2,test,neutral
dia1_utt0,test,neutral
dia1_utt1,test,joy
dia1_utt2,test,joy
dia1_utt3,test,joy
dia1_utt4,test,joy
dia1_utt5,test,joy
dia1_utt6,test,joy
dia1_utt7,test,joy
dia2_utt0,test,neutral
dia2_utt1,test,neutral
dia2_utt2,test,sadness
dia2_utt3,test,surprise
dia2_utt4,test,anger
dia2_utt5,test,anger
dia2_utt6,test,anger
dia2_utt7,test,joy
dia2_utt8,test,joy
dia2_utt9,test,neutral
dia2_utt10,test,neutral
dia3_utt0,test,neutral
dia3_utt1,test,fear
dia3_utt2,test,neutral
dia3_utt3,test,neutral
dia3_utt4,test,anger
dia3_utt5,test,disgust
dia3_utt6,test,neutral
dia4_utt0,test,surprise
